Latitude,Longitude,name,distance,address,telephone,rating,open_true
43.659203,-79.348933,Siddhartha Cuisine,892,"734A Queen St E, Toronto ON M4M 1H2",(416) 463-4200,,True
43.658843,-79.34925,Indian Spice Room,934,"717 1/2 Queen St E, Toronto ON M4M 1H1",(647) 349-1009,,True
43.638768,-79.416315,Maurya East Indian Cuisine - Liberty Village,895,"150 E Liberty St, Toronto ON M6K 3R5",(647) 347-7002,,True
43.638479,-79.417204,Brazen Head Irish Pub,901,"165 E. Liberty St (at Lynn Williams St.), Toronto ON M6K 3K4",(416) 535-8787,6.2,True
43.693363,-79.34237,Raj Kapuri Paan & Snacks,985,"377 Donlands Ave, Toronto ON M4J 3S2",(416) 425-6685,,True
43.650793,-79.476817,Bukhara Grill,811,"2241A Bloor St W (Runnymede & Bloor), Toronto ON M6S 1N7",(416) 551-5199,7.0,True
43.648864,-79.484734,Durbar Indian Cuisine,843,"2469 Bloor St W (Jane and Bloor), Toronto ON M6S 1P7",(416) 762-4441,,True
43.6506,-79.477908,Queen's Pasta Café,770,"2263 Bloor St W, Toronto ON M6S 1N8",(416) 766-0993,8.1,True
43.654815,-79.414861,By Aanch,286,"633 College St, Toronto ON M6G 1B5",,,False
43.655224,-79.416188,Samrat Indian Cuisine,363,"648 College St (Grace St), Toronto ON M6G 1B8",,,False
43.657021,-79.406143,Thindi Cafe,785,"400 College St, Toronto ON M5T 1S8",(416) 964-1412,,False
43.658606,-79.350195,Good Karma Queen East,512,"689 Queen St E (Broadview Avenue), Toronto ON M4M 1G6",(416) 551-6152,,True
43.658843,-79.34925,Indian Spice Room,581,"717 1/2 Queen St E, Toronto ON M4M 1H1",(647) 349-1009,,True
43.659203,-79.348933,Siddhartha Cuisine,622,"734A Queen St E, Toronto ON M4M 1H2",(416) 463-4200,,True
43.676566,-79.456089,Honorary Consulate of the Kingdom of Cambodia in Ontario,717,"60 Caledonia Rd, Toronto ON M6E 4S4",(647) 533-9335,,False
43.658606,-79.350195,Good Karma Queen East,644,"689 Queen St E (Broadview Avenue), Toronto ON M4M 1G6",(416) 551-6152,,True
43.658843,-79.34925,Indian Spice Room,708,"717 1/2 Queen St E, Toronto ON M4M 1H1",(647) 349-1009,,True
43.659203,-79.348933,Siddhartha Cuisine,747,"734A Queen St E, Toronto ON M4M 1H2",(416) 463-4200,,True
43.666889,-79.369184,Butter Chicken Factory,851,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.655932,-79.36389,Adda Bistro Kitchen & Bar,691,"366 Queen St E, Toronto ON M5A 1T1",(647) 393-3164,,True
43.655637,-79.364872,Chachu's,721,"179 Parliament St (Queen), Toronto ON M5A 2Z4",,,False
43.648545,-79.372114,Bindia Indian Bistro,626,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.650796,-79.369713,Butter Chicken Roti,470,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.655637,-79.364872,Chachu's,669,"179 Parliament St (Queen), Toronto ON M5A 2Z4",,,False
43.666889,-79.369184,Butter Chicken Factory,415,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.667943,-79.385626,Kothur Indian Cuisine,946,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.663506,-79.372481,Cabbagetown South Indian Resturant,329,"178 Carlton St (Sherbourne street), Toronto ON M5A 2K6",(416) 944-2626,,False
43.698371,-79.395763,Flaming Stove,285,"21 Davisville Ave (at Yonge St.), Toronto ON M4S 1G3",(416) 644-5051,7.0,True
43.700552,-79.396672,Khau Gully,34,"1991 Yonge St, Toronto ON M4S 1Z8",(647) 347-9993,5.6,True
43.707981,-79.393364,Banjara Indian Cuisine,865,"164 Eglinton Ave E (at Redpath Ave), Toronto ON M4P 1G4",(416) 486-6644,6.4,True
43.698371,-79.395763,Flaming Stove,547,"21 Davisville Ave (at Yonge St.), Toronto ON M4S 1G3",(416) 644-5051,7.0,True
43.707981,-79.393364,Banjara Indian Cuisine,653,"164 Eglinton Ave E (at Redpath Ave), Toronto ON M4P 1G4",(416) 486-6644,6.4,True
43.700552,-79.396672,Khau Gully,280,"1991 Yonge St, Toronto ON M4S 1Z8",(647) 347-9993,5.6,True
43.689553,-79.395011,Ambiyan on Yonge,200,"1560 Yonge St, Toronto ON M4T 2S9",(416) 792-5656,,True
43.686668,-79.393756,Bombay Roti,242,"1404 Yonge St, Toronto ON M4T 1Y5",(647) 345-7684,,True
43.763224,-79.500135,Masala Cafe,754,"59 Four Winds Dr, North York ON M3J 1K7",(416) 665-2233,,True
43.773878,-79.492063,Bamiyan Kabob,914,"4205 Keele St, Toronto ON M3J 3T8",(416) 650-0111,7.8,True
43.773907,-79.502382,York Lanes Mall,493,"4700 Keele St (btwn York Blvd  & Ian MacDonald Blvd), Toronto ON M3J 1P3",(416) 736-5788,5.6,True
43.763224,-79.500135,Masala Cafe,154,"59 Four Winds Dr, North York ON M3J 1K7",(416) 665-2233,,True
43.764874,-79.489904,Canteen by Fresh Tiffin,918,"1300 Finch Ave W, North York ON M3J 3K2",(647) 508-5375,,True
43.764874,-79.489904,Canteen by Fresh Tiffin,122,"1300 Finch Ave W, North York ON M3J 3K2",(647) 508-5375,,True
43.763224,-79.500135,Masala Cafe,740,"59 Four Winds Dr, North York ON M3J 1K7",(416) 665-2233,,True
43.773878,-79.492063,Bamiyan Kabob,958,"4205 Keele St, Toronto ON M3J 3T8",(416) 650-0111,7.8,True
43.76803,-79.469087,Radiance Restaurant & Banquet Hall,530,"1025 Finch Ave W (Dufferin & Finch), North York ON M3J 2C7",(416) 663-0002,,True
43.786314,-79.468895,Raj Mahal Indian Cuisine,948,"1881 Steeles Ave W, Toronto ON M3H 5Y4",(647) 748-4040,,True
43.707899,-79.398359,Duke of Kent,909,"2315 Yonge St (at Roehampton Ave.), Toronto ON M4P 2C6",(416) 485-9507,6.8,True
43.708506,-79.398503,The Rose & Crown,897,"2335 Yonge St (btwn Broadway Ave. & Roehampton Ave.), Toronto ON M4P 2C8",(416) 487-7673,6.4,True
43.703946,-79.374655,Kamasutra Indian Restaurant & Wine Bar,920,"1522 Bayview Ave (Davisville Avenue), Toronto ON M4G 3B4",(416) 489-4899,8.5,True
43.708014,-79.375863,Indian Street Food Co,460,"1701 Bayview Ave (Eglinton), Toronto ON M4G 3C1",(416) 322-3270,7.2,False
43.713402,-79.366609,Mt Everest Restaurant,985,"804 Eglinton Ave E (Eglinton and Sutherland), East York ON M4G 2L1",(647) 748-8849,6.5,True
43.731361,-79.404026,My Roti Place,170,"3334 Yonge St, Toronto ON M4N 2M4",(416) 489-7684,,True
43.728906,-79.403025,Biryaniwalla,460,"3241 Yonge St, Toronto ON M4N 2L5",,,False
43.73211,-79.402225,Burger Grill + Wine Bar,183,"3391 Yonge St, Toronto ON M4N 2M8",,,True
43.661085,-79.38575,Colaba Junction,1000,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.660029,-79.394887,Veda Restaurant,243,"10 King's College Rd (in Sandford Fleming), Toronto ON M5S 3G4",(416) 961-9797,,True
43.657754,-79.402239,NaanSpot,438,"310 College St, Toronto ON M5T 1S3",(647) 343-6226,,True
43.705707,-79.312874,Jawny Bakers,863,"804 O'Connor Dr (St Clair E), Toronto ON M4B 2S9",(416) 285-1165,7.9,True
43.693145,-79.315759,Hakka Fire,734,"1235 Woodbine Ave (Lumsden Avenue), Toronto ON M4C 4E5",,,False
43.689779,-79.295391,Danforth Roti Shop,787,"2844 Danforth Ave (Dawes Road), Toronto ON M4C 1M1",(416) 690-1308,,True
43.690941,-79.290147,Sizzling Tandoori,873,"3030 Danforth Ave, East York ON M4C 1N2",(416) 901-6363,,True
43.688814,-79.29945,Poonan Delite Indian Restaurant,883,"2658 Danforth Ave, Toronto ON M4C 1L7",(416) 690-7406,,True
43.672665,-79.321041,Udupi Palace,606,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",(416) 405-8189,8.7,True
43.672278,-79.322523,Motimahal Restaurant Ltd,701,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,8.1,True
43.671871,-79.324283,Bombay Chowpatty,817,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,False
43.650192,-79.388877,Little India Restaurant,433,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.648545,-79.372114,Bindia Indian Bistro,980,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,678,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.713402,-79.366609,Mt Everest Restaurant,852,"804 Eglinton Ave E (Eglinton and Sutherland), East York ON M4G 2L1",(647) 748-8849,6.5,True
43.713454,-79.366664,The Proud Vegan,843,"804 Eglinton Ave E, East York ON M4G 2L1",,,False
43.707899,-79.398359,Duke of Kent,978,"2315 Yonge St (at Roehampton Ave.), Toronto ON M4P 2C6",(416) 485-9507,6.8,True
43.707981,-79.393364,Banjara Indian Cuisine,65,"164 Eglinton Ave E (at Redpath Ave), Toronto ON M4P 1G4",(416) 486-6644,6.4,True
43.707915,-79.393494,Chowrasta Indian Cuisine,75,"164 Eglinton Ave E, Toronto ON M4P 1G4",(416) 486-6644,,True
43.706943,-79.396054,Aafrien,307,"55 Eglinton Ave E, Toronto ON M4P 1G8",(416) 482-3434,,True
43.592701,-79.540115,The Tale Indian Cuisine & Bar,583,"3747 Lake Shore Blvd W, Toronto ON M8W 1P9",(416) 546-4131,,True
43.669902,-79.39576,The Host Fine Indian Cuisine,898,"14 Prince Arthur Ave (btwn Queen's Pk & St. George), Toronto ON M5R 1A9",(416) 962-4678,7.0,True
43.662017,-79.406146,Matha Roti,369,"141 Harbord St, Toronto ON M5S 1H1",(416) 966-6955,,True
43.665843,-79.406803,Indian Desire,520,"469 Bloor St W, Toronto ON M5S 1X9",(416) 519-0604,,True
43.661085,-79.38575,Colaba Junction,925,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.660029,-79.394887,Veda Restaurant,171,"10 King's College Rd (in Sandford Fleming), Toronto ON M5S 3G4",(416) 961-9797,,True
43.657754,-79.402239,NaanSpot,499,"310 College St, Toronto ON M5T 1S3",(647) 343-6226,,True
43.746255,-79.209898,Phoenix Pan Asian Cuisine,850,"3730 Kingston Rd, Toronto ON M1J 3H3",(416) 849-8976,,True
43.660845,-79.43149,Butter Chicken Roti,715,"1030 Bloor St W, Toronto ON M6H 1M2",,,False
43.659677,-79.436727,Teekam's Taste,461,"1160 Bloor St W, Toronto ON M6H 1N1",(416) 533-3688,,False
43.673611,-79.283635,Ali's Tandoori Curry House,982,"2459 1/2 Queen St E (Waterworks), Toronto ON M4E 1H7",(416) 694-3056,,True
43.672744,-79.287895,Outrigger Tap & Table,874,"2232 Queen St E, Toronto ON",(647) 748-2232,6.3,True
43.683646,-79.300274,Ams Pizza & Wings,792,"162 Main St, Toronto ON M4E 2V8",(416) 800-0823,,False
43.690941,-79.290147,Sizzling Tandoori,141,"3030 Danforth Ave, East York ON M4C 1N2",(416) 901-6363,,True
43.692269,-79.282589,Dhaka Biryani House,494,"3315 Danforth Ave, Scarborough ON M1L 1B8",(416) 871-3021,,True
43.689779,-79.295391,Danforth Roti Shop,588,"2844 Danforth Ave (Dawes Road), Toronto ON M4C 1M1",(416) 690-1308,,True
43.650192,-79.388877,Little India Restaurant,867,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.648545,-79.372114,Bindia Indian Bistro,763,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,750,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.667943,-79.385626,Kothur Indian Cuisine,967,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.661085,-79.38575,Colaba Junction,197,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.65705,-79.384874,Matagali Restaurant,237,"69 Elm St (Bay), Toronto ON M5G 1H2",(416) 599-9994,5.8,True
43.666889,-79.369184,Butter Chicken Factory,922,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.655637,-79.364872,Chachu's,519,"179 Parliament St (Queen), Toronto ON M5A 2Z4",,,False
43.657256,-79.376052,Hurry Curry,546,"106 Mutual St, Toronto ON M5B 2R7",(416) 777-2879,,True
43.700044,-79.429117,The Great Maratha,149,"965 Eglinton Ave W, Toronto ON M6C 2C4",(416) 787-1020,,False
43.669902,-79.39576,The Host Fine Indian Cuisine,683,"14 Prince Arthur Ave (btwn Queen's Pk & St. George), Toronto ON M5R 1A9",(416) 962-4678,7.0,True
43.660029,-79.394887,Veda Restaurant,498,"10 King's College Rd (in Sandford Fleming), Toronto ON M5S 3G4",(416) 961-9797,,True
43.662017,-79.406146,Matha Roti,686,"141 Harbord St, Toronto ON M5S 1H1",(416) 966-6955,,True
43.703946,-79.374655,Kamasutra Indian Restaurant & Wine Bar,345,"1522 Bayview Ave (Davisville Avenue), Toronto ON M4G 3B4",(416) 489-4899,8.5,True
43.708014,-79.375863,Indian Street Food Co,121,"1701 Bayview Ave (Eglinton), Toronto ON M4G 3C1",(416) 322-3270,7.2,False
43.706219,-79.375063,Charcoal Biryani,107,"1595 Bayview Ave, Toronto ON M4G 3B5",,,False
43.648545,-79.372114,Bindia Indian Bistro,371,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.647934,-79.374354,Benares,214,"49 Front St E, Toronto ON M5E 1B3",(416) 955-9000,,True
43.648213,-79.379026,Tararind,278,"161 Bay St, Toronto ON M5J 2S1",,,False
43.641873,-79.411437,My Roti Place,147,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",(647) 295-9446,,True
43.646092,-79.408231,Curryish,463,"783 Queen St W, Toronto ON M6J 1G1",(416) 392-7837,,False
43.638768,-79.416315,Maurya East Indian Cuisine - Liberty Village,596,"150 E Liberty St, Toronto ON M6K 3R5",(647) 347-7002,,True
43.665633,-79.473505,Leela Indian Food Bar,826,"3108 Dundas St W, Toronto ON M6P 2A1",(416) 769-7777,,True
43.66574,-79.481987,Indilicious,677,"3358 Dundas St W, Toronto ON M6P 2A4",(416) 769-4270,,False
43.663179,-79.42181,Banjara Indian Cuisine,817,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.7,True
43.663179,-79.42181,Madras Masala,839,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.660845,-79.43149,Butter Chicken Roti,17,"1030 Bloor St W, Toronto ON M6H 1M2",,,False
43.660845,-79.43149,Butter Chicken Roti,351,"1030 Bloor St W, Toronto ON M6H 1M2",,,False
43.654586,-79.435723,Mirch,696,"900 Dufferin St, Toronto ON M6H 4A9",(647) 748-0114,,True
43.659677,-79.436727,Teekam's Taste,147,"1160 Bloor St W, Toronto ON M6H 1N1",(416) 533-3688,,False
43.698371,-79.395763,Flaming Stove,330,"21 Davisville Ave (at Yonge St.), Toronto ON M4S 1G3",(416) 644-5051,7.0,True
43.707981,-79.393364,Banjara Indian Cuisine,948,"164 Eglinton Ave E (at Redpath Ave), Toronto ON M4P 1G4",(416) 486-6644,6.4,True
43.697934,-79.388627,Palate Cafe,279,"250 Merton St, Toronto ON M4S 1B1",(416) 322-6030,,True
43.665687,-79.470474,Curry Twist Restaurant,45,"3034 Dundas St W (High Park Ave.), Toronto ON M6P 1Z3",(416) 769-5460,8.3,False
43.665633,-79.473505,Leela Indian Food Bar,256,"3108 Dundas St W, Toronto ON M6P 2A1",(416) 769-7777,,True
43.66574,-79.481987,Indilicious,973,"3358 Dundas St W, Toronto ON M6P 2A4",(416) 769-4270,,False
43.613296,-79.489087,Maurya East Indian Roti,837,"2481 Lake Shore Blvd W (Mimico), Etobicoke ON M8V 1C5",(647) 748-6001,6.2,True
43.614408,-79.488472,Kothur Indian Cuisine,845,"2403 Lake Shore Blvd W, Toronto ON M8V 1C5",(416) 253-5047,,False
43.61757,-79.487441,Koshaa Fine Indian Cuisine,943,"2314 Lake Shore Blvd W, Toronto ON M8V 1B5",(647) 349-8424,,False
43.665687,-79.470474,Curry Twist Restaurant,953,"3034 Dundas St W (High Park Ave.), Toronto ON M6P 1Z3",(416) 769-5460,8.3,False
43.656285,-79.45395,Bawara,968,"1570 Bloor St W, Toronto ON M6P 1A4",(416) 532-2323,,True
43.640793,-79.43627,Mother India,566,"1456 Queen St W (at Lansdowne), Toronto ON M6K 1M2",(416) 588-4634,8.1,True
43.640255,-79.437492,Om Restaurant,698,"1439 Queen St W, Toronto ON M6R 1A1",(416) 532-3901,7.7,True
43.640413,-79.436863,Glory of India,607,"1407 Queen St W, Toronto ON M6K 1M3",(647) 349-5679,7.1,True
43.698371,-79.395763,Flaming Stove,629,"21 Davisville Ave (at Yonge St.), Toronto ON M4S 1G3",(416) 644-5051,7.0,True
43.700552,-79.396672,Khau Gully,727,"1991 Yonge St, Toronto ON M4S 1Z8",(647) 347-9993,5.6,True
43.701048,-79.396798,My Roti Place,789,"3 Glebe Rd E, Toronto ON M4S 1N7",(416) 322-9559,,True
43.685115,-79.316551,La Samoserie,130,"1904 Danforth Ave, Toronto ON M4C 1J4",,,False
43.684656,-79.318256,Cumin Fine Indian Kitchen,264,"1820 Danforth Ave, Toronto ON M4C 1H8",(647) 748-5522,,True
43.693145,-79.315759,Hakka Fire,885,"1235 Woodbine Ave (Lumsden Avenue), Toronto ON M4C 4E5",,,False
43.678024,-79.349,Kachiguda Junction,713,"505 Danforth (Logan), Toronto ON M4K 1P5",(416) 466-1555,,True
43.68187,-79.329651,Not Just Butter Chicken,897,"1307 Danforth Ave, Toronto ON M4J 1M8",(416) 994-1972,,True
43.682393,-79.329406,Bancan Kitchen,941,"1328 Danforth Ave, Toronto ON M4J 1M9",(416) 469-0002,,True
43.648545,-79.372114,Bindia Indian Bistro,643,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.650796,-79.369713,Butter Chicken Roti,727,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.647934,-79.374354,Benares,816,"49 Front St E, Toronto ON M5E 1B3",(416) 955-9000,,True
43.650371,-79.35852,Pure Spirits Oyster House & Grill,359,"17 Tank House Lane, Toronto ON M5A 3C4",(416) 361-5859,7.1,True
43.647722,-79.353238,Keating Channel Pub & Grill,165,"2 Villiers St (Cherry St), Toronto ON M5A 1B1",(416) 572-0030,6.0,True
43.650192,-79.388877,Little India Restaurant,679,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.661085,-79.38575,Colaba Junction,536,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.65705,-79.384874,Matagali Restaurant,251,"69 Elm St (Bay), Toronto ON M5G 1H2",(416) 599-9994,5.8,True
43.650192,-79.388877,Little India Restaurant,863,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.661085,-79.38575,Colaba Junction,348,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.65705,-79.384874,Matagali Restaurant,143,"69 Elm St (Bay), Toronto ON M5G 1H2",(416) 599-9994,5.8,True
43.665687,-79.470474,Curry Twist Restaurant,722,"3034 Dundas St W (High Park Ave.), Toronto ON M6P 1Z3",(416) 769-5460,8.3,False
43.665633,-79.473505,Leela Indian Food Bar,791,"3108 Dundas St W, Toronto ON M6P 2A1",(416) 769-7777,,True
43.693363,-79.34237,Raj Kapuri Paan & Snacks,709,"377 Donlands Ave, Toronto ON M4J 3S2",(416) 425-6685,,True
43.707981,-79.393364,Banjara Indian Cuisine,235,"164 Eglinton Ave E (at Redpath Ave), Toronto ON M4P 1G4",(416) 486-6644,6.4,True
43.707915,-79.393494,Chowrasta Indian Cuisine,233,"164 Eglinton Ave E, Toronto ON M4P 1G4",(416) 486-6644,,True
43.706943,-79.396054,Aafrien,454,"55 Eglinton Ave E, Toronto ON M4P 1G8",(416) 482-3434,,True
43.667943,-79.385626,Kothur Indian Cuisine,448,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.671101,-79.390853,Utsav,634,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,7.0,True
43.671159,-79.387729,Kathmandu Restaurant,406,"12 Cumberland St (Yonge St), Toronto ON M4W 1J5",(416) 924-5787,6.7,True
43.667943,-79.385626,Kothur Indian Cuisine,546,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.671101,-79.390853,Utsav,775,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,7.0,True
43.671159,-79.387729,Kathmandu Restaurant,548,"12 Cumberland St (Yonge St), Toronto ON M4W 1J5",(416) 924-5787,6.7,True
43.697934,-79.388627,Palate Cafe,702,"250 Merton St, Toronto ON M4S 1B1",(416) 322-6030,,True
43.656285,-79.45395,Bawara,819,"1570 Bloor St W, Toronto ON M6P 1A4",(416) 532-2323,,True
43.68187,-79.329651,Not Just Butter Chicken,789,"1307 Danforth Ave, Toronto ON M4J 1M8",(416) 994-1972,,True
43.678024,-79.349,Kachiguda Junction,820,"505 Danforth (Logan), Toronto ON M4K 1P5",(416) 466-1555,,True
43.682393,-79.329406,Bancan Kitchen,833,"1328 Danforth Ave, Toronto ON M4J 1M9",(416) 469-0002,,True
43.654586,-79.435723,Mirch,550,"900 Dufferin St, Toronto ON M6H 4A9",(647) 748-0114,,True
43.660845,-79.43149,Butter Chicken Roti,617,"1030 Bloor St W, Toronto ON M6H 1M2",,,False
43.659677,-79.436727,Teekam's Taste,177,"1160 Bloor St W, Toronto ON M6H 1N1",(416) 533-3688,,False
43.68112163005123,-79.42925333976746,Pukka,913,"778 St Clair Ave W (at Arlington Ave), Toronto ON M6C 1B6",(416) 342-1906,9.0,False
43.677961,-79.443916,Pizza e Pazzi,797,"1182 Saint Clair Ave W, Toronto ON M6E 1B4",(647) 352-7882,8.1,False
43.648545,-79.372114,Bindia Indian Bistro,197,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,True
43.647934,-79.374354,Benares,344,"49 Front St E, Toronto ON M5E 1B3",(416) 955-9000,,True
43.650796,-79.369713,Butter Chicken Roti,430,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.650192,-79.388877,Little India Restaurant,440,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,416,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.644736,-79.390579,Aanch - Modernistic Indian Cuisine,572,"259 Wellington St W, Toronto ON M5V 3P9",(416) 599-0513,6.8,True
43.685115,-79.316551,La Samoserie,401,"1904 Danforth Ave, Toronto ON M4C 1J4",,,False
43.684656,-79.318256,Cumin Fine Indian Kitchen,537,"1820 Danforth Ave, Toronto ON M4C 1H8",(647) 748-5522,,True
43.693145,-79.315759,Hakka Fire,889,"1235 Woodbine Ave (Lumsden Avenue), Toronto ON M4C 4E5",,,False
43.686668,-79.393756,Bombay Roti,578,"1404 Yonge St, Toronto ON M4T 1Y5",(647) 345-7684,,True
43.689553,-79.395011,Ambiyan on Yonge,913,"1560 Yonge St, Toronto ON M4T 2S9",(416) 792-5656,,True
43.674374,-79.3968,Adrak Yorkville,972,"138 Ave Rd, Toronto ON M5R 2H6",(416) 413-0777,,False
43.646092,-79.408231,Curryish,144,"783 Queen St W, Toronto ON M6J 1G1",(416) 392-7837,,False
43.641873,-79.411437,My Roti Place,411,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",(647) 295-9446,,True
43.646889,-79.404992,The Kettle,431,"685 Queen St W, Toronto ON M6J 1E6",(416) 551-6788,,True
43.640793,-79.43627,Mother India,398,"1456 Queen St W (at Lansdowne), Toronto ON M6K 1M2",(416) 588-4634,8.1,True
43.640255,-79.437492,Om Restaurant,267,"1439 Queen St W, Toronto ON M6R 1A1",(416) 532-3901,7.7,True
43.640413,-79.436863,Glory of India,358,"1407 Queen St W, Toronto ON M6K 1M3",(647) 349-5679,7.1,True
43.660932,-79.341305,My Roti Place,728,"948 Queen St E, Toronto ON M4M 1J7",(416) 778-4448,,True
43.661309,-79.338419,Te Aro,519,"983 Queen St E (at Pape Ave), Toronto ON M4M 1K2",(416) 465-2006,8.9,True
43.661191,-79.338494,Simply Samosas,527,"969 Queen St E (Heward), Toronto ON M4M 1K2",(416) 466-5725,,False
43.68187,-79.329651,Not Just Butter Chicken,622,"1307 Danforth Ave, Toronto ON M4J 1M8",(416) 994-1972,,True
43.682393,-79.329406,Bancan Kitchen,664,"1328 Danforth Ave, Toronto ON M4J 1M9",(416) 469-0002,,True
43.678024,-79.349,Kachiguda Junction,994,"505 Danforth (Logan), Toronto ON M4K 1P5",(416) 466-1555,,True
43.638768,-79.416315,Maurya East Indian Cuisine - Liberty Village,31,"150 E Liberty St, Toronto ON M6K 3R5",(647) 347-7002,,True
43.639442,-79.421704,6Ixtriangles,400,"127 Jefferson Ave (King St W), Toronto ON M6K 3E4",(416) 539-0555,,True
43.641873,-79.411437,My Roti Place,533,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",(647) 295-9446,,True
43.669776,-79.301879,Cinamon Indian Bistro,950,"1966A Queen St E (at Kenilworth Ave), Toronto ON M4L 1H8",(416) 519-4534,7.5,True
43.661085,-79.38575,Colaba Junction,680,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.656376,-79.378688,Roti's to Go,90,"66 Dundas St E (Bond), Toronto ON M5B 1C7",(416) 591-3910,,False
43.657169,-79.380918,Thindi Express,132,"335 Yonge St, Toronto ON M5B 1R7",,,False
43.690941,-79.290147,Sizzling Tandoori,501,"3030 Danforth Ave, East York ON M4C 1N2",(416) 901-6363,,True
43.692269,-79.282589,Dhaka Biryani House,672,"3315 Danforth Ave, Scarborough ON M1L 1B8",(416) 871-3021,,True
43.689779,-79.295391,Danforth Roti Shop,757,"2844 Danforth Ave (Dawes Road), Toronto ON M4C 1M1",(416) 690-1308,,True
43.713402,-79.366609,Mt Everest Restaurant,684,"804 Eglinton Ave E (Eglinton and Sutherland), East York ON M4G 2L1",(647) 748-8849,6.5,True
43.713454,-79.366664,The Proud Vegan,679,"804 Eglinton Ave E, East York ON M4G 2L1",,,False
43.667943,-79.385626,Kothur Indian Cuisine,598,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,False
43.671101,-79.390853,Utsav,121,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,7.0,True
43.671159,-79.387729,Kathmandu Restaurant,218,"12 Cumberland St (Yonge St), Toronto ON M4W 1J5",(416) 924-5787,6.7,True
43.665687,-79.470474,Curry Twist Restaurant,851,"3034 Dundas St W (High Park Ave.), Toronto ON M6P 1Z3",(416) 769-5460,8.3,False
43.665633,-79.473505,Leela Indian Food Bar,955,"3108 Dundas St W, Toronto ON M6P 2A1",(416) 769-7777,,True
43.654586,-79.435723,Mirch,618,"900 Dufferin St, Toronto ON M6H 4A9",(647) 748-0114,,True
43.649903,-79.432962,Mumbai Tadka,622,"1532 Dundas St W, Toronto ON M6K 1T5",,,False
43.649288,-79.449834,Dil Se Indian Restaurant & Bar,759,"335 Roncesvalles Ave, Toronto ON M6R 2M8",(416) 532-4141,,True
43.689553,-79.395011,Ambiyan on Yonge,135,"1560 Yonge St, Toronto ON M4T 2S9",(416) 792-5656,,True
